zly
id,lyn,nas,ty1,ty2,leng,area,ly,pro1,sss1,ssx1,xz1,cun1,pro2,sss2,ssx2,xz2,cun2,detail,pic,jst,remark,update_time
20486,GADEA000000R,罗溪,1,3,19,107,GADE0000000R,浙江省,,桐庐县,百江镇,钱家村,浙江省,,桐庐县,百江镇,百江村,,,,,21/12/2021 15:14:30
20487,GC2B11AA000R,岩头江,1,2,16,50.7,GC2B11A0000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20488,GA6AD000000P,马山大河,1,-1,8.7,0,,浙江省,,绍兴越城区,皋埠镇,樊江村,浙江省,,绍兴县,孙端镇,后双盆村,,,,,21/12/2021 15:14:30
20489,FHCT1A00000P,大横港,1,-1,12,0,,浙江省,,嘉兴秀洲区,王店镇,南梅村,浙江省,,海盐县,沈荡镇,永庆村,,,,,21/12/2021 15:14:30
20490,GAC00000000L,新安江,1,1,357,11673,GA000000000S,安徽省,,休宁县,鹤城乡,右龙村,浙江省,,建德市,梅城镇,建德市农业科学研究所,左龙溪（冯村河汇合断面以上）、大源河（左龙河汇合断面至小源河汇合断面）、率水（小源河汇合断面至横江汇合断面）、渐江（横江汇合断面至武强溪汇合断面）、新安江（横江汇合断面至安徽省界）,,,,21/12/2021 15:14:30
20491,FHCJC000000P,大东港,1,-1,13,0,,浙江省,,德清县,新市镇,城东村,浙江省,,德清县,禹越镇,东港村,,,,,21/12/2021 15:14:30
20492,FHBA12A0000E,和平港,1,4,20,101,FHBA1A00000M,浙江省,,长兴县,和平镇,滩龙桥村,浙江省,,长兴县,和平镇,便民桥村,,,,,21/12/2021 15:14:30
20493,GC1BB000000L,峃作口溪,1,1,40,287,GC1B0000000S,浙江省,,文成县,西坑镇,下垟村,浙江省,,文成县,黄坦镇,西北山村,,,,,21/12/2021 15:14:30
20494,GC221A00000S,桃渚港,1,0,29,102,,浙江省,,临海市,桃渚镇,岙底陈村,浙江省,,临海市,桃渚镇,红脚岩闸,,,,,21/12/2021 15:14:30
20495,GC2BCEBA000P,长应河,1,-1,4.5,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20496,FHCBE000000P,濮溇港,1,-1,9.4,0,,浙江省,,湖州吴兴区,织里镇,骥村村,浙江省,,湖州吴兴区,织里镇,伍浦村,,,,,21/12/2021 15:14:30
20497,FHCB1E00000P,俞汇塘,1,-1,14,0,,浙江省,,嘉善县,姚庄镇,北港村,上海市,,青浦区,练塘镇,淇浒村,,,,,21/12/2021 15:14:30
20498,FHCSN000000P,黄姑塘,1,-1,31,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20499,FHBA1B8A000L,妙西港,1,3,21,119,FHBA1B00000M,浙江省,,湖州吴兴区,妙西镇,稍康村,浙江省,,湖州吴兴区,道场乡,城南村,,,,,21/12/2021 15:14:30
20500,GC21AAAP000P,七条河,1,-1,22,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20501,FHCSCA00000P,中心河,1,-1,10,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20502,GAECBA00000R,孝四溪,1,4,19,61.8,GAECB000000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20503,GBDBA000000L,大宫溪,1,3,21,71.5,GBDB0000000L,,,,,,,,,,,,,,,21/12/2021 15:14:30
20504,FHBA21C0000P,龙溪港,1,-1,2.9,0,,浙江省,,湖州吴兴区,八里店镇,毗山村,浙江省,,湖州吴兴区,龙泉街道,城北闸,,,,,21/12/2021 15:14:30
20505,GA53A000000R,剡溪,1,1,21,81.8,GA000000000S,,,,,,,,,,,龙门溪,,,,21/12/2021 15:14:30
20506,GB4E0000000R,戍浦江,1,1,41,247,GB000000000S,浙江省,,青田县,方山乡,奇云林场,浙江省,,温州鹿城区,上戊乡,下岸村,,,,,21/12/2021 15:14:30
20507,GA6AMD00000P,南门江,1,-1,8.3,0,,浙江省,,杭州萧山区,所前镇,来苏周村,浙江省,,杭州萧山区,城厢街道,西河路社区,,,,,21/12/2021 15:14:30
20508,GA5BC000000L,旧庄溪,1,2,13,50,GA5B0000000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20509,FHCCAA00000P,千金港,1,-1,5.8,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20510,GC225A00000S,茶院溪,1,0,21,106,,浙江省,,宁海县,桃源街道,新兴,浙江省,,宁海县,力洋镇,力洋镇浅海,,,,,21/12/2021 15:14:30
20511,GACFBA00000L,龙泉溪,1,4,22,57.9,GACFB000000L,,,,,,,,,,,,,,,21/12/2021 15:14:30
20512,GAF6BA00000L,四都江,1,3,18,51.7,GAF6B000000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20513,GC22C000000S,清溪,1,0,44,221,,浙江省,,天台县,泳溪乡,千坑村,浙江省,,三门县,沙柳镇,卢家塘村,,,,,21/12/2021 15:14:30
20514,GC211C00000S,大荆溪,1,0,34,335,,浙江省,,永嘉县,岭头乡,鱼里村,浙江省,,乐清市,大荆镇,盛家塘村,,,,,21/12/2021 15:14:30
20515,GA23B000000L,塔石溪,1,1,32,248,GA000000000S,浙江省,,龙游县,石佛乡,大力山村,浙江省,,龙游县,龙洲街道,驿前村,黄塘源(龙游县石佛乡下洪村以上),,,,21/12/2021 15:14:30
20516,GB2BB000000L,仙渡溪,1,2,18,67,GB2B0000000L,,,,,,,,,,,,,,,21/12/2021 15:14:30
20517,FHCSK000000P,盐船河,1,-1,12,0,,浙江省,,平湖市,独山港镇,建中村,浙江省,,平湖市,广陈镇,港中村,,,,,21/12/2021 15:14:30
20518,GBCEA000000R,梅岐坑,1,3,13,54.4,GBCE0000000R,,,,,,,,,,,前坑,,,,21/12/2021 15:14:30
20519,GDDCEA00000R,梅龙溪,1,4,17,144,GDDCE000000L,福建省,,政和县,铁山镇,高林村,福建省,,政和县,星溪乡,稻香茶场,,,,,21/12/2021 15:14:30
20520,GC1B5B00000R,大楠溪,1,1,18,56.3,GC1B0000000S,,,,,,,,,,,,,,,21/12/2021 15:14:30
20521,GA7AE000000P,淡水泓,1,-1,8.5,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20522,GBB1B000000L,唐市溪,1,2,14,53.3,GBB00000000L,,,,,,,,,,,,,,,21/12/2021 15:14:30
20523,FHCA0000000P,大钱港,1,-1,13,0,,浙江省,,湖州吴兴区,八里店镇,三里桥,浙江省,,湖州吴兴区,环渚乡,大钱村,三里桥港（南横塘汇合断面至三里桥）,,,,21/12/2021 15:14:30
20524,GC2A1G00000R,二十都坑,1,1,25,75.6,GC2A0000000S,,,,,,,,,,,,,,,21/12/2021 15:14:30
20525,GC226A00000S,莼湖溪,1,0,18,98.3,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20526,GBCG0000000R,阜口源,1,2,19,102,GBC00000000R,浙江省,,青田县,阜山乡,周西坑村,浙江省,,青田县,北山镇,阜口村,,,,,21/12/2021 15:14:30
20527,GB4DA000000L,徐岙溪,1,2,11,50,GB4D0000000L,,,,,,,,,,,,,,,21/12/2021 15:14:30
20528,GC2BCCCC000P,中江,1,-1,15,0,,浙江省,,余姚市,阳明街道,市城区,浙江省,,余姚市,低塘街道,低塘村,,,,,21/12/2021 15:14:30
20529,GABBF000000R,八仙溪,1,3,31,110,GABB0000000L,浙江省,,永康市,花街镇,山后胡村,浙江省,,金华金东区,江东镇,卢村,,,,,21/12/2021 15:14:30
20530,GC2BCCCD000P,潮塘江,1,-1,9.6,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20531,GC2B1B00000L,鄞江,1,1,71,446,GC2B0000000S,浙江省,,余姚市,四明山镇,平莲村,浙江省,,鄞州区,石碶街道,横涨村,,,,,21/12/2021 15:14:30
20532,GC2BBA00000P,前塘河,1,-1,32,0,,浙江省,,宁波鄞州区,横溪镇,道城岙村,浙江省,,宁波江东区,,江东城区,,,,,21/12/2021 15:14:30
20533,FHCK0000000Y,京杭大运河杭嘉湖区域段,1,-1,83,0,,浙江省,,杭州江干区,四季青街道,四季青街道,浙江省,,桐乡市,乌镇镇,虹桥村,京杭运河、大运河、江南运河,,,,21/12/2021 15:14:30
20534,GAEEAA00000R,枫江,1,4,25,121,GAEEA000000R,浙江省,,诸暨市,赵家镇,宣家山村,浙江省,,诸暨市,枫桥镇,三江村,,,,,21/12/2021 15:14:30
20535,FHCJE000000P,亭趾港,1,-1,8.9,0,,浙江省,,杭州余杭区,南苑街道,长树村,浙江省,,杭州余杭区,运河镇,博陆村,,,,,21/12/2021 15:14:30
20536,GC2A13B0000L,中央溪,1,1,16,67.8,GC2A0000000S,,,,,,,,,,,,,,,21/12/2021 15:14:30
20537,GA11A000000R,齐溪,1,1,19,51.3,GA000000000S,,,,,,,,,,,,,,,21/12/2021 15:14:30
20538,GA61BAE0000P,幸福河,1,-1,6,0,,浙江省,,杭州江干区,下沙街道,七格社区,浙江省,,杭州江干区,下沙街道,乔司农场,,,,,21/12/2021 15:14:30
20539,GAECB000000R,陈蔡江,1,3,35,273,GAEC0000000R,浙江省,,诸暨市,东白湖镇,里四村,浙江省,,诸暨市,街亭镇,街亭村,,,,,21/12/2021 15:14:30
20540,GBD00000000L,楠溪江,1,1,146,2444,GB000000000S,浙江省,,永嘉县,岩坦镇,罗垟村,浙江省,,永嘉县,江北街道,罗浮村,,,,,21/12/2021 15:14:30
20541,GBCC0000000R,标溪,1,2,46,364,GBC00000000R,福建省,,寿宁县,坑底乡,温当洋村,浙江省,,景宁县,标溪乡,标溪村,,,,,21/12/2021 15:14:30
20542,GC2A51A0000L,龙溪,1,1,24,71.1,GC2A0000000S,,,,,,,,,,,榟林西大河(椒江区境内),,,,21/12/2021 15:14:30
20543,GA6AKK00000P,四工段直河,1,-1,6,0,,浙江省,,杭州萧山区,河庄街道,三联村,浙江省,,杭州萧山区,河庄街道,四工段排涝闸,,,,,21/12/2021 15:14:30
20544,GAEE0000000B,浦阳东江,1,2,31,671,GAE00000000R,浙江省,,诸暨市,店口镇,江东社区,浙江省,,诸暨市,暨阳街道,茅渚埠村,,,,,21/12/2021 15:14:30
20545,GACFCB00000R,上坊溪,1,4,20,67.7,GACFC000000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20546,GA4D0000000L,清渚港,1,1,42,222,GA000000000S,浙江省,,桐庐县,钟山乡,歌舞村,浙江省,,桐庐县,富春江镇,七里泷村,清渚溪、清渚江,,,,21/12/2021 15:14:30
20547,GA22B000000R,下山溪,1,1,27,110,GA000000000S,浙江省,,衢州衢江区,大洲镇,龙宫头村,浙江省,,衢州衢江区,樟潭街道,大路章村,圣塘源（衢州市衢江区樟潭镇大路章村以上）,,,,21/12/2021 15:14:30
20548,GC211AAA000Y,中运河,1,-1,14,0,,浙江省,,乐清市,乐成街道,章山村,浙江省,,乐清市,城南街道,南岸捕捞村,,,,,21/12/2021 15:14:30
20549,GA2A0000000L,铜山源,1,1,47,246,GA000000000S,浙江省,,衢州衢江区,太真乡,银坑村,浙江省,,衢州衢江区,樟潭街道,缪家村,,,,,21/12/2021 15:14:30
20550,GB1C0000000L,岩樟溪,1,1,30,229,GB000000000S,浙江省,,龙泉市,岩樟乡,郑庄村,浙江省,,龙泉市,西街街道,街道城区,,,,,21/12/2021 15:14:30
20551,GB1BA000000R,大赛溪,1,2,22,91.3,GB1B0000000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20552,FHCJ1D00000P,灵安港,1,-1,10,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20553,GAC8B000000L,大洲溪,1,2,28,97.6,GAC00000000L,,,,,,,,,,,,,,,21/12/2021 15:14:30
20554,GADBA000000L,塘溪,1,3,17,64.7,GADB0000000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20555,FHDM1A00000P,六里塘,1,-1,9.3,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20556,GA2EA000000L,莘畈溪,1,2,43,170,GA2E0000000R,浙江省,,金华婺城区,塔石乡,井上,浙江省,,金华婺城区,洋埠镇,下潘,,,,,21/12/2021 15:14:30
20557,FHCK1A00000P,德新线,1,-1,9.5,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20558,GA12AA00000R,花山溪,1,2,19,75.1,GA12A000000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20559,GA1C4A00000L,横渡溪,1,2,18,53.4,GA1C0000000R,,,,,,,,,,,永济桥溪（江山市贺村镇狮峰村乌头石根以上）,,,,21/12/2021 15:14:30
20560,GB3EA000000L,小源,1,2,21,99.9,GB3E0000000L,,,,,,,,,,,,,,,21/12/2021 15:14:30
20561,GACFCA00000R,白马溪,1,4,27,118,GACFC000000R,浙江省,,淳安县,枫树岭镇,官川村,浙江省,,淳安县,枫树岭镇,枫树岭水电站,,,,,21/12/2021 15:14:30
20562,FHCTE000000P,白洋河,1,-1,28,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20563,GAECA000000L,萃溪江,1,3,18,85.6,GAEC0000000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20564,FHCJG000000P,宁袁塘,1,-1,22,0,,浙江省,,海宁市,盐官镇,海宁市盐官镇盐官村,浙江省,,海宁市,袁花镇,袁花镇镇区,,,,,21/12/2021 15:14:30
20565,GC2A2B00000R,方溪,1,1,25,89.8,GC2A0000000S,,,,,,,,,,,,,,,21/12/2021 15:14:30
20566,GAFCB000000R,青坛江,1,3,23,80.2,GAFC0000000R,,,,,,,,,,,小将溪,,,,21/12/2021 15:14:30
20567,FHCEB000000P,良渚港,1,-1,8,0,,浙江省,,杭州余杭区,仁和镇,栅庄桥村,浙江省,,杭州余杭区,瓶窑镇,长命村,,,,,21/12/2021 15:14:30
20568,GBB1A000000R,灵山溪,1,2,13,61.6,GBB00000000L,,,,,,,,,,,,,,,21/12/2021 15:14:30
20569,GAD3A000000R,悉山水,1,2,20,53,GAD00000000L,,,,,,,,,,,,,,,21/12/2021 15:14:30
20570,FHCC0000000P,双林塘,1,-1,36,0,,浙江省,,湖州南浔区,和孚镇,漾东村,浙江省,,湖州南浔区,练市镇,横塘村,,,,,21/12/2021 15:14:30
20571,GAE6A000000R,店口渠道,1,2,16,63.3,GAE00000000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20572,GA6AHB00000P,工人河,1,-1,3.2,0,,浙江省,,杭州萧山区,北干街道,高田社区,浙江省,,杭州萧山区,北干街道,荣庄村,,,,,21/12/2021 15:14:30
20573,FHCKA000000P,练市塘,1,-1,23,0,,浙江省,,湖州南浔区,菱湖镇,南浜村,浙江省,,湖州南浔区,练市镇,庄家村,,,,,21/12/2021 15:14:30
20574,FHBA1B2B000R,锦溪,1,3,26,103,FHBA1B00000M,浙江省,,富阳市,万市镇,东叙村,浙江省,,临安市,青山湖街道,青山湖,,,,,21/12/2021 15:14:30
20575,GB1GA000000R,云坛溪,1,2,22,99.6,GB1G0000000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20576,GAFDB000000L,郯城江,1,3,20,66.2,GAFD0000000L,,,,,,,,,,,,,,,21/12/2021 15:14:30
20577,GB5A0GC1BG0K,温瑞塘河,1,-1,36,0,,浙江省,,瑞安市,茶山街道,山根村,浙江省,,温州鹿城区,洪殿街道,洪殿街道,,,,,21/12/2021 15:14:30
20578,FHB1A2A0000P,长兴港,1,-1,19,0,,浙江省,,长兴县,小浦镇,小浦村,浙江省,,长兴县,雉城镇,新塘村,,,,,21/12/2021 15:14:30
20579,FHCPAA00000P,鼓楼港,1,-1,5.3,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20580,GA7AC000000P,高背浦,1,-1,17,0,,浙江省,,慈溪市,观海卫镇,昌明村,浙江省,,慈溪市,观海卫镇,观海卫海涂地,,,,,21/12/2021 15:14:30
20581,GA2C0000000R,灵山港,1,1,91,720,GA000000000S,浙江省,,遂昌县,高坪乡,高坪新村村,浙江省,,龙游县,小南海镇,周红坂村,"灵山江、灵溪、薄里溪,泊鲤溪(龙游县龙洲街道驿前村以上)",,,,21/12/2021 15:14:30
20582,FHCSJ000000P,广陈塘,1,-1,12,0,,浙江省,,平湖市,广陈镇,港中村,浙江省,,平湖市,当湖街道,吉芳社区,,,,,21/12/2021 15:14:30
20583,GC1B2AA0000L,玉溪,1,2,17,52.8,GC1B2A00000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20584,GA14B000000L,庙源溪,1,1,23,82.2,GA000000000S,,,,,,,,,,,毓秀溪、缪源，麻坑溪（衢州市柯城区万田乡河边埂以上）,,,,21/12/2021 15:14:30
20585,GC2BCEAA000P,觉渡大河,1,-1,3,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20586,FHCR1G00000P,三店塘,1,-1,18,0,,浙江省,,嘉兴南湖区,新嘉街道,新嘉街道,浙江省,,嘉善县,魏塘街道,西门社区,,,,,21/12/2021 15:14:30
20587,GBBC0000000L,方溪,1,2,35,185,GBB00000000L,浙江省,,缙云县,木栗乡,漕头村,浙江省,,丽水莲都区,黄村乡,小处村,,,,,21/12/2021 15:14:30
20588,FHCJF000000P,盐官下河,1,-1,25,0,,浙江省,,桐乡市,大麻镇,光明村,浙江省,,海宁市,,钱塘江水域,,,,,21/12/2021 15:14:30
20589,GA7AF000000P,镇龙浦,1,-1,5.5,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20590,GC2ADB00000L,柔极溪,1,2,24,110,GC2AD000000R,浙江省,,台州黄岩区,屿头乡,里岙村,浙江省,,台州黄岩区,北洋镇,长潭水库,,,,,21/12/2021 15:14:30
20591,GC22BA00000R,亭旁溪,1,1,28,147,GC22B000000S,浙江省,,三门县,亭旁镇,挂帘村,浙江省,,三门县,海游镇,三山村,,,,,21/12/2021 15:14:30
20592,GA5AB000000L,湘溪,1,2,19,54.2,GA5A0000000L,,,,,,,,,,,,,,,21/12/2021 15:14:30
20593,GBDAA000000R,深龙溪,1,3,28,62.9,GBDA0000000L,,,,,,,,,,,,,,,21/12/2021 15:14:30
20594,FHCD1D00000P,洛舍港,1,-1,6.2,0,,,,,,,,,,,,长洛河,,,,21/12/2021 15:14:30
20595,GC2BBA1A000P,长山江,1,-1,4.5,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20596,GC21AAAK000P,五湾河,1,-1,18,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20597,GA6AKB00000P,十五至十九沿塘河,1,-1,11,0,,浙江省,,杭州萧山区,,新街镇垦种,浙江省,,杭州萧山区,,新街镇垦种,,,,,21/12/2021 15:14:30
20598,GACGC000000L,小江溪,1,3,22,87.4,GACG0000000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20599,GB1B0000000R,均溪,1,1,28,207,GB000000000S,浙江省,,龙泉市,屏南乡,张砻村,浙江省,,龙泉市,兰巨乡,豫章村,,,,,21/12/2021 15:14:30
20600,GAF6A000000R,四明江,1,2,19,69.7,GAF00000000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20601,GDDCBA00000L,桥坑溪,1,4,21,113,GDDCB000000R,浙江省,,庆元县,四山乡,九际村,浙江省,,庆元县,竹口镇,竹上村,,,,,21/12/2021 15:14:30
20602,GAB2E000000R,含香溪,1,2,28,124,GAB00000000R,浙江省,,金华金东区,源东乡,阳郑,浙江省,,金华金东区,塘雅镇,桥头陆,芗溪,,,,21/12/2021 15:14:30
20603,FHCSC000000P,白水塘,1,-1,13,0,,浙江省,,嘉善县,惠民街道,大通村,浙江省,,嘉善县,魏塘街道,和合社区,,,,,21/12/2021 15:14:30
20604,GE2CCA00000L,托溪,1,2,50,250,GE2CC000000R,浙江省,,庆元县,岭头乡,杨家庄村,福建省,,寿宁县,芹洋乡,芹洋村,,,,,21/12/2021 15:14:30
20605,FHCD0000000P,菱湖塘,1,-1,44,0,,浙江省,,德清县,乾元镇,乾元镇集镇,浙江省,,湖州吴兴区,道场乡,唐南村,老龙溪,,,,21/12/2021 15:14:30
20606,FHCJHA00000P,平阳堰港,1,-1,12,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20607,GA22BA00000R,幸福源,1,2,20,51.9,GA22B000000R,,,,,,,,,,,尚论源(衢州市衢江区全旺镇全旺村以上),,,,21/12/2021 15:14:30
20608,GC2BCEDA000P,东大河,1,-1,5.8,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20609,FHCD1B00000P,鲶鱼口闸下河,1,-1,14,0,,,,,,,,,,,,龙山溪,,,,21/12/2021 15:14:30
20610,F8B1BBCA000R,汭河,1,4,34,263,F8B1BBC0000L,浙江省,,安吉县,杭垓镇,文岱村,安徽省,,广德县,杨滩乡,莫村,汭水,,,,21/12/2021 15:14:30
20611,GBCBA000000L,黄谢圩溪,1,3,14,56.4,GBCB0000000L,,,,,,,,,,,,,,,21/12/2021 15:14:30
20612,FHCR1C00000P,斜路港,1,-1,3.4,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20613,GA6AG000000P,滨海大河,1,-1,27,0,,浙江省,,绍兴县,安昌镇,长乐村,浙江省,,绍兴县,,天天水产养殖有限公司,,,,,21/12/2021 15:14:30
20614,GC2BAC00000R,大隐溪,1,2,22,61.9,GC2BA000000L,,,,,,,,,,,,,,,21/12/2021 15:14:30
20615,GAD6A000000R,夏塘溪,1,2,25,77.4,GAD00000000L,,,,,,,,,,,百岁溪,,,,21/12/2021 15:14:30
20616,GB3C0000000L,海口源,1,1,18,79.1,GB000000000S,,,,,,,,,,,,,,,21/12/2021 15:14:30
20617,GC1BGAA0000P,中塘河,1,-1,13,0,,浙江省,,瑞安市,东山街道,飞云江农场,浙江省,,瑞安市,塘下镇,海东村,,,,,21/12/2021 15:14:30
20618,FHCSA000000P,嘉善塘,1,-1,22,0,,浙江省,,嘉兴南湖区,东栅街道,高桥村,浙江省,,嘉善县,惠民街道,张汇社区,,,,,21/12/2021 15:14:30
20619,GC21A1A0000E,东月河,1,1,22,176,,浙江省,,温岭市,城南镇,彭家村,浙江省,,温岭市,城北街道,横塘村,,,,,21/12/2021 15:14:30
20620,GAABB000000R,兰蓬坑,1,3,22,64.4,GAAB0000000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20621,FHCQA000000P,芦墟塘,1,-1,20,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20622,GA3BA000000R,水阁溪,1,2,21,68.2,GA3B0000000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20623,FHCDA000000P,南横塘,1,-1,24,0,,浙江省,,湖州吴兴区,八里店镇,毗山村,浙江省,,湖州南浔区,南浔镇,东上林村,,,,,21/12/2021 15:14:30
20624,FHCK2A00000P,无量桥港,1,-1,13,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20625,GC2A1E00000R,十八都坑,1,1,32,106,GC2A0000000S,浙江省,,仙居县,上张乡,奶吾坑村,浙江省,,仙居县,田市镇,水口山村,,,,,21/12/2021 15:14:30
20626,GAEBA000000L,苏溪,1,3,23,67.1,GAEB0000000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20627,GC2BC0GAD3BK,东横河,1,-1,26,0,,浙江省,,慈溪市,桥头镇,烟墩村,浙江省,,余姚市,凤山街道,市城区,,,,,21/12/2021 15:14:30
20628,GAD1B000000R,上溪,1,2,21,59.1,GAD00000000L,,,,,,,,,,,,,,,21/12/2021 15:14:30
20629,FHBA1BG0000L,埭溪,1,3,33,204,FHBA1B00000M,浙江省,,安吉县,昆铜乡,铜山村,浙江省,,湖州吴兴区,东林镇,保永村,,,,,21/12/2021 15:14:30
20630,FHBA1ACA000R,港口溪,1,5,15,51.8,FHBA1AC0000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20631,FHCB0000000P,頔塘,1,-1,58,0,,浙江省,,湖州吴兴区,朝阳街道,城南闸,江苏省,,吴江市,平望镇,平望建成区,新开河（城南闸处至菱湖塘交界处） ,,,,21/12/2021 15:14:30
20632,FHCEA000000P,栅庄桥港,1,-1,8.4,0,,浙江省,,杭州余杭区,崇贤镇,三家村,浙江省,,杭州余杭区,仁和镇,栅庄桥村,,,,,21/12/2021 15:14:30
20633,GADE0000000R,前溪,1,2,41,334,GAD00000000L,浙江省,,桐庐县,百江镇,翰坂村,浙江省,,桐庐县,分水镇,新龙村,,,,,21/12/2021 15:14:30
20634,GA6ACCB0000P,平水东江,1,-1,4.2,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20635,GAD00000000L,分水江,1,1,167,3443,GA000000000S,安徽省,,绩溪县,荆州乡,方家湾村,浙江省,,桐庐县,桐君街道,东门社区,后溪（倒龙山以上）、昌北溪（倒龙山至汤家湾）、昌化溪（汤家湾至紫溪）,,,,21/12/2021 15:14:30
20636,GA6AC3A0000P,环城河,1,-1,12,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20637,GBC5A000000R,大赤坑,1,2,19,86.5,GBC00000000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20638,GAB2F000000R,赤松溪,1,2,19,52.9,GAB00000000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20639,GC21AAAF000P,鲍浦,1,-1,13,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20640,GA6A1A00000M,兰亭江,1,2,17,54.3,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20641,FHBA1BC0000L,中苕溪,1,3,49,254,FHBA1B00000M,浙江省,,临安市,高虹镇,大山村,浙江省,,杭州余杭区,瓶窑镇,崇化村,,,,,21/12/2021 15:14:30
20642,GC2BCEC0000P,江北大河,1,-1,12,0,,浙江省,,宁波江北区,孔浦街道,孔浦大闸,浙江省,,宁波江北区,洪塘街道,周陈村,,,,,21/12/2021 15:14:30
20643,GACE0000000L,东源港,1,2,81,973,GAC00000000L,浙江省,,淳安县,屏门乡,隐将村,浙江省,,淳安县,临岐镇,临岐村,进贤溪（临岐大桥以上）,,,,21/12/2021 15:14:30
20644,GBD3A000000R,五尺溪,1,2,25,83,GBD00000000L,,,,,,,,,,,,,,,21/12/2021 15:14:30
20645,FHCM1A00000P,新塍塘北支,1,-1,6.5,0,,浙江省,,嘉兴秀洲区,新塍镇,新塍镇镇区,浙江省,,嘉兴秀洲区,新塍镇,钱码头村,,,,,21/12/2021 15:14:30
20646,GAAB0000000R,湖山源,1,2,45,406,GAA00000000R,浙江省,,遂昌县,石练镇,大茂坑村,浙江省,,遂昌县,湖山乡,红星坪村,,,,,21/12/2021 15:14:30
20647,GBC5B000000R,鹤溪,1,2,15,50.9,GBC00000000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20648,GAF1B000000L,大畈江,1,2,23,55.4,GAF00000000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20649,GA6AC3E0000P,西直江,1,-1,5.6,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20650,FHCJ1E00000P,西圣埭港,1,-1,13,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20651,FHCJ1H00000P,分乡港,1,-1,15,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20652,GC1BFAA0000P,瑞平塘河,1,-1,15,0,,浙江省,,平阳县,昆阳镇,后垟村,浙江省,,瑞安市,飞云街道,东风村,,,,,21/12/2021 15:14:30
20653,FHB1A2A1B00P,里塘港,1,-1,11,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20654,GC1BFAB0000P,平宋塘河,1,-1,13,0,,浙江省,,平阳县,昆阳镇,前宕村,浙江省,,平阳县,,县农场,,,,,21/12/2021 15:14:30
20655,FHB1A2ACA00P,长湖申线,1,-1,8.8,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20656,GAB1B000000R,白溪,1,2,38,329,GAB00000000R,浙江省,,东阳市,虎鹿镇,西垣,浙江省,,东阳市,城东街道,船头,,,,,21/12/2021 15:14:30
20657,GDDBAA00000R,员盘溪,1,4,19,79.4,GDDBA000000L,,,,,,,,,,,,,,,21/12/2021 15:14:30
